fsq_restaurant_number,Fsq_avg_distance,Fsq_avg_price,Fsq_avg_rating,Yelp_avg_distance,Yelp_avg_rating,free_bikes
10,379.2,1.4,7.95,352.79659709602225,6.95,3
10,327.5,1.8,8.129999999999999,277.9189733386324,5.95,3
10,418.2,1.7,7.529999999999999,314.12125306802454,6.1,7
10,623.2,1.3,7.355555555555556,503.9374726677934,6.2,4
10,465.7,1.5,8.03,243.4388936295701,6.7,6
10,517.7,1.6,8.2,446.2006589735232,6.4,7
10,204.5,1.5,8.17,186.2401529250792,6.75,4
10,625.4,1.6,7.840000000000001,579.5767109567325,6.3,5
10,532.2,1.4,7.62,350.8778800443703,7.75,9
10,692.1,1.5,7.77,420.1151453761304,6.05,11
10,402.8,1.5,7.9,337.37529857761666,7.4,4
10,607.5,1.4,7.57,343.3922333416924,7.3,4
2,128.5,2.0,8.7,637.5381378861917,3.6666666666666665,17
10,276.7,1.7,8.34,200.79584460656704,7.05,15
10,652.6,1.6666666666666667,8.18,371.0177029394432,6.4,13
10,714.6,1.5555555555555556,8.128571428571428,488.4962331641685,5.25,11
10,135.6,2.1,8.190000000000001,89.70370435254284,5.95,12
10,390.0,1.6,7.909999999999999,168.4712156983556,7.2,1
10,363.1,1.6666666666666667,8.36,199.02601750697653,7.55,17
10,194.4,2.2222222222222223,8.33,65.9927712318661,6.1,14
10,280.8,2.0,8.440000000000001,156.7334644190039,5.9,8
10,321.7,1.8,8.059999999999999,100.05499226055176,6.95,10
10,485.0,1.6,8.389999999999999,419.43221226400993,5.85,11
10,244.9,2.0,8.73,105.17377387466976,5.95,3
10,218.8,1.2,8.0,230.1335442709517,6.7,1
10,196.4,1.1,7.959999999999999,190.7438093389531,6.6,9
10,216.6,1.8888888888888888,8.790000000000001,60.77312165289074,5.0,10
10,127.3,2.0,8.39,60.556563684091046,6.55,11
10,404.1,1.6666666666666667,7.52,235.7772945190244,5.25,9
10,650.8,1.375,7.9875,249.42908703833575,6.75,12
10,319.9,1.8888888888888888,8.02,230.64689447113136,6.1,16
10,465.0,1.75,8.040000000000001,420.0539580172689,6.85,20
10,508.9,1.5555555555555556,7.99,399.52963214523055,6.35,16
10,538.3,1.8888888888888888,7.99,401.4419843466764,6.45,13
10,229.1,2.333333333333333,8.440000000000001,121.30793382442204,5.25,9
10,356.8,1.4,8.05,303.3190242700284,7.0,9
10,75.7,1.8888888888888888,8.03,61.97133608330053,6.2,7
10,518.8,1.7777777777777777,7.8,175.8874390616835,7.5,5
10,379.9,1.7,8.129999999999999,314.3871080390053,6.65,6
10,209.4,2.1,8.459999999999999,125.62590351810672,6.75,0
10,387.2,1.5,7.77,248.70986645515092,7.35,10
10,251.7,1.7,8.32,57.30695063227064,5.65,17
10,141.5,2.5,8.28,120.8080978413689,6.9,3
10,362.3,1.4444444444444444,8.14,248.7402178629713,6.45,20
10,412.3,1.7777777777777777,7.75,224.3317705985965,6.55,5
10,222.4,2.0,8.07,190.3336448258329,7.0,18
10,415.5,1.4,7.909999999999999,218.19942967496985,5.85,5
10,166.3,1.8571428571428568,8.36,115.9702247919132,6.6,1
10,212.4,1.7,8.45,48.60079602991189,6.6,9
10,604.7,1.5,8.166666666666666,597.0787285252188,7.5,9
10,726.7,1.7,7.522222222222222,604.3285179225834,6.7,11
10,673.4,1.5,7.92,593.7382726591712,7.05,12
10,331.0,2.2222222222222223,8.209999999999999,202.33980783950247,5.85,15
10,510.9,1.7,8.15,175.85930262539426,7.15,11
10,341.5,1.4,8.040000000000001,153.644517223955,7.3,10
10,308.0,1.7,8.055555555555555,111.65307612846486,7.05,16
10,251.1,1.7,7.675,177.3430464402016,6.95,15
10,263.3,1.7,7.67,166.26318392854762,5.95,3
10,670.9,1.625,8.028571428571428,362.8560823570184,5.95,5
10,570.7,1.6,7.5625,505.72004741530753,7.1,3
10,454.5,2.0,8.11111111111111,425.3280576368976,6.75,20
10,360.6,1.6,7.88,311.7937727533513,7.7,12
10,401.7,1.3333333333333333,8.077777777777778,224.0936810777901,7.45,11
10,308.5,1.7,7.733333333333332,253.1857868257512,7.15,12
10,390.4,1.7,8.120000000000001,85.50553275644457,7.2,2
10,502.7,1.7,8.022222222222222,418.1051332137744,7.0,8
10,454.7,1.6,8.2375,358.40825216666155,6.8,6
10,531.1,1.4444444444444444,7.75,431.17834061336487,7.3,7
10,228.3,2.1,8.059999999999999,223.13641317239245,7.4,7
10,551.7,1.5555555555555556,8.209999999999999,237.03722849358175,5.1,11
10,736.8,1.4,7.828571428571428,680.6737596484583,7.3,2
10,211.0,1.8888888888888888,8.05,123.34802847465735,6.2,6
10,395.2,1.3333333333333333,8.15,237.75962092901167,6.65,15
10,205.9,2.0,7.76,73.65786692554322,6.15,25
10,198.2,2.0,7.76,93.7362889586372,6.0,3
10,360.5,1.7,8.24,134.5810848178245,7.15,7
10,126.3,2.111111111111111,7.68,92.63304310778943,7.0,12
10,285.1,1.9,8.42,107.75437764939474,6.95,8
10,236.4,1.6666666666666667,8.559999999999999,54.01797074444785,4.55,4
5,265.2,1.5,6.5,577.2685477366383,4.0,7
10,383.7,1.7777777777777777,8.08,225.9885375046622,6.0,10
10,415.3,1.6,7.959999999999999,201.09588074841565,7.35,13
10,458.5,1.7777777777777777,7.7666666666666675,342.6777025200358,5.4,16
8,671.625,1.7142857142857142,6.775,778.8970467914139,6.3,3
10,384.9,1.6666666666666667,8.35,213.16460094677927,7.3,11
10,362.6,1.8,7.866666666666666,310.95705439054854,6.5,6
10,362.6,1.375,6.1,589.5129643093373,6.2,2
10,309.2,2.0,7.92,299.65558389820444,7.2,5
10,317.1,1.5555555555555556,7.983333333333333,327.9184513775042,6.6,5
10,220.7,1.7,7.970000000000001,133.38720362181704,7.05,0
10,365.2,1.6,7.955555555555555,280.91097381185574,6.9,11
10,640.1,1.6666666666666667,7.955555555555555,530.5662209381879,7.1,8
10,482.4,1.6,7.955555555555555,345.09124153575925,7.0,13
10,640.5,1.7,7.733333333333332,347.54664949526267,6.6,3
10,721.1,1.6666666666666667,7.257142857142857,498.7631478415447,6.55,14
10,535.5,1.5555555555555556,6.640000000000001,657.0785011999516,6.35,9
10,176.2,1.8,8.239999999999998,44.95517880272673,6.6,24
10,616.5,1.8,7.88,526.6444961983473,7.4,3
10,498.2,1.625,7.470000000000001,490.8866760067027,6.4,15
10,252.4,1.7777777777777777,8.2,116.02373191504792,6.4,4
10,275.1,2.2222222222222223,8.17,217.39472651139167,6.75,17
10,103.8,1.4,8.17,68.63293101418029,6.85,6
10,256.1,1.6666666666666667,8.56,81.8860372212425,4.25,4
10,132.7,1.9,8.03,156.74085077234176,7.15,7
10,545.1,1.2857142857142858,6.571428571428571,592.0764132785465,6.25,4
10,350.2,1.8888888888888888,8.290000000000001,250.57841767147335,7.4,18
7,129.71428571428572,1.5714285714285714,6.785714285714286,103.71286028841736,7.2,5
2,257.5,2.0,7.75,291.9670912973372,7.15,1
10,317.2,1.6,7.5625,254.609039787225,7.3,4
